island,site,date,observer,row,col,trt,spp,ht,numleaves,leafnum,wilt,damclass,primdam,secdam,notes,entby,proofby,dateent
rota,bird,6-Jul-11,OM,13,c,open,morinda,9.4,7,6,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,13,c,open,morinda,9.4,7,7,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,13,d,open,morinda,12.2,4,1,,25-Oct,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,13,d,open,morinda,12.2,4,2,,<2,dis,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,13,d,open,morinda,12.2,4,3,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,13,d,open,morinda,12.2,4,4,,<2,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,1,e,open,aglaia,14.3,6,1,,25-Oct,def,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,1,e,open,aglaia,14.3,6,2,,<2,def,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,1,e,open,aglaia,14.3,6,3,,<2,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,1,e,open,aglaia,14.3,6,4,,<2,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,1,e,open,aglaia,14.3,6,5,,100,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,1,e,open,aglaia,14.3,6,6,,<2,dis,h,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,7,e,open,aglaia,18.8,5,1,,25-Oct,def,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,7,e,open,aglaia,18.8,5,2,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,7,e,open,aglaia,18.8,5,3,,<2,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,7,e,open,aglaia,18.8,5,4,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,7,e,open,aglaia,18.8,5,5,,25-Oct,h,def,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,1,f,open,aglaia,15,6,1,,<2,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,1,f,open,aglaia,15,6,2,,25-Oct,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,1,f,open,aglaia,15,6,3,,10-May,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,1,f,open,aglaia,15,6,4,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,1,f,open,aglaia,15,6,5,,100,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,1,f,open,aglaia,15,6,6,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,2,f,open,aglaia,17.5,7,1,,10-May,def,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,2,f,open,aglaia,17.5,7,2,,<2,h,def,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,2,f,open,aglaia,17.5,7,3,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,2,f,open,aglaia,17.5,7,4,,25-50,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,2,f,open,aglaia,17.5,7,5,,5-Feb,h,def,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,2,f,open,aglaia,17.5,7,6,,25-Oct,h,,miner,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,2,f,open,aglaia,17.5,7,7,,25-Oct,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,3,f,open,aglaia,12.3,4,1,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,3,f,open,aglaia,12.3,4,2,,<2,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,3,f,open,aglaia,12.3,4,3,,5-Feb,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,3,f,open,aglaia,12.3,4,4,,25-Oct,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,12,g,open,morinda,11,6,1,,25-Oct,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,12,g,open,morinda,11,6,2,,25-Oct,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,12,g,open,morinda,11,6,3,,75-99,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,12,g,open,morinda,11,6,4,,75-99,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,12,g,open,morinda,11,6,5,,75-99,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,12,g,open,morinda,11,6,6,,75-99,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,14,g,open,aglaia,17.3,7,1,,10-May,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,14,g,open,aglaia,17.3,7,2,,<2,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,14,g,open,aglaia,17.3,7,3,,<2,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,14,g,open,aglaia,17.3,7,4,,5-Feb,h,,miner,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,14,g,open,aglaia,17.3,7,5,,<2,dis,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,14,g,open,aglaia,17.3,7,6,,50-75,h,,miner,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,14,g,open,aglaia,17.3,7,7,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,10,a,excl,morinda,6.8,6,1,,5-Feb,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,10,a,excl,morinda,6.8,6,2,,<2,h,dis,yellowish,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,10,a,excl,morinda,6.8,6,3,,<2,h,dis,yellowish,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,10,a,excl,morinda,6.8,6,4,,50-75,h,dis,yellow spot,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,10,a,excl,morinda,6.8,6,5,,5-Feb,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,10,a,excl,morinda,6.8,6,6,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,12,a,excl,aglaia,23.7,6,1,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,12,a,excl,aglaia,23.7,6,2,,<2,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,12,a,excl,aglaia,23.7,6,3,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,12,a,excl,aglaia,23.7,6,4,,25-Oct,h,def,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,12,a,excl,aglaia,23.7,6,5,,25-Oct,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,12,a,excl,aglaia,23.7,6,6,,50-75,r,h,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,2,b,excl,aglaia,18.3,2,1,,10-May,h,def,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,2,b,excl,aglaia,18.3,2,2,,5-Feb,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,4,c,excl,morinda,8.6,4,1,,25-50,h,def,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,4,c,excl,morinda,8.6,4,2,,50-75,r,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,4,c,excl,morinda,8.6,4,3,,<2,h,def,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,4,c,excl,morinda,8.6,4,4,,5-Feb,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,6,c,excl,aglaia,15.8,7,1,,25-Oct,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,6,c,excl,aglaia,15.8,7,2,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,6,c,excl,aglaia,15.8,7,3,,<2,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,6,c,excl,aglaia,15.8,7,4,,25-50,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,6,c,excl,aglaia,15.8,7,5,,5-Feb,h,,miner,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,6,c,excl,aglaia,15.8,7,6,,10-May,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,6,c,excl,aglaia,15.8,7,7,,10-May,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,6,d,excl,morinda,16,7,1,,25-50,dis,h,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,6,d,excl,morinda,16,7,2,,25-Oct,dis,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,6,d,excl,morinda,16,7,3,,10-May,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,6,d,excl,morinda,16,7,4,,50-75,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,6,d,excl,morinda,16,7,5,,50-75,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,6,d,excl,morinda,16,7,6,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,6,d,excl,morinda,16,7,7,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,12,d,excl,aglaia,15.1,4,1,,<2,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,12,d,excl,aglaia,15.1,4,2,,<2,h,dis,miner,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,12,d,excl,aglaia,15.1,4,3,,<2,h,dis,miner,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,12,d,excl,aglaia,15.1,4,4,,10-May,def,h,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,13,d,excl,morinda,10.5,6,1,,25-Oct,h,dis,brown spot,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,13,d,excl,morinda,10.5,6,2,,5-Feb,def,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,13,d,excl,morinda,10.5,6,3,,10-May,h,def,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,13,d,excl,morinda,10.5,6,4,,<2,def,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,13,d,excl,morinda,10.5,6,5,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,13,d,excl,morinda,10.5,6,6,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,2,e,excl,morinda,11.7,5,1,,25-50,dis,h,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,2,e,excl,morinda,11.7,5,2,,25-50,r,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,2,e,excl,morinda,11.7,5,3,,10-May,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,2,e,excl,morinda,11.7,5,4,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,2,e,excl,morinda,11.7,5,5,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,4,e,excl,aglaia,13.4,6,1,,<2,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,4,e,excl,aglaia,13.4,6,2,,25-Oct,h,def,miner,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,4,e,excl,aglaia,13.4,6,3,,25-Oct,h,,miner,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,4,e,excl,aglaia,13.4,6,4,,25-Oct,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,4,e,excl,aglaia,13.4,6,5,,10-May,h,def,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,4,e,excl,aglaia,13.4,6,6,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,4,f,excl,aglaia,14.2,3,1,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,4,f,excl,aglaia,14.2,3,2,,5-Feb,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,4,f,excl,aglaia,14.2,3,3,,50-75,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,6,f,excl,morinda,8.4,7,1,,25-Oct,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,6,f,excl,morinda,8.4,7,2,,25-50,r,h,dis,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,6,f,excl,morinda,8.4,7,3,,5-Feb,dis,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,6,f,excl,morinda,8.4,7,4,,5-Feb,def,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,6,f,excl,morinda,8.4,7,5,,10-May,def,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,6,f,excl,morinda,8.4,7,6,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,6,f,excl,morinda,8.4,7,7,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,8,f,excl,morinda,6.6,5,1,,25-50,h,dis,yellowish,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,8,f,excl,morinda,6.6,5,2,,<2,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,8,f,excl,morinda,6.6,5,3,,5-Feb,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,8,f,excl,morinda,6.6,5,4,,5-Feb,def,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,8,f,excl,morinda,6.6,5,5,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,11,f,excl,aglaia,18.6,5,1,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,11,f,excl,aglaia,18.6,5,2,,25-50,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,11,f,excl,aglaia,18.6,5,3,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,11,f,excl,aglaia,18.6,5,4,,10-May,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,11,f,excl,aglaia,18.6,5,5,,25-50,h,def,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,8,h,excl,morinda,6,6,1,,25-50,dis,h,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,8,h,excl,morinda,6,6,2,,25-50,dis,h,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,8,h,excl,morinda,6,6,3,,5-Feb,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,8,h,excl,morinda,6,6,4,,<2,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,8,h,excl,morinda,6,6,5,,5-Feb,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,OM,8,h,excl,morinda,6,6,6,,25-Oct,def,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,1,a,excl,psychotria,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,2,a,excl,psychotria,5.2,5,1,,25-Oct,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,2,a,excl,psychotria,5.2,5,2,,10-May,dis,h,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,2,a,excl,psychotria,5.2,5,3,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,2,a,excl,psychotria,5.2,5,4,,5-Feb,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,2,a,excl,psychotria,5.2,5,5,,5-Feb,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,4,a,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,5,a,excl,psychotria,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,7,a,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,9,a,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,11,a,excl,aglaia,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,5,b,excl,aglaia,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,6,b,excl,aglaia,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,9,b,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,10,b,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,12,b,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,13,b,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,7,c,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,10,c,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,13,c,excl,psychotria,4.1,4,1,,<2,dis,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,13,c,excl,psychotria,4.1,4,2,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,13,c,excl,psychotria,4.1,4,3,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,13,c,excl,psychotria,4.1,4,4,,5-Feb,dis,def,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,13,c,excl,psychotria,4.1,4,5,,5-Feb,def,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,13,c,excl,psychotria,4.1,4,6,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,13,c,excl,psychotria,4.1,4,7,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,14,c,excl,psychotria,6.4,6,1,,5-Feb,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,14,c,excl,psychotria,6.4,6,2,,<2,dis,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,14,c,excl,psychotria,6.4,6,3,,5-Feb,dis,h,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,14,c,excl,psychotria,6.4,6,4,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,14,c,excl,psychotria,6.4,6,5,,<2,dis,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,14,c,excl,psychotria,6.4,6,6,,5-Feb,def,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,2,d,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,3,d,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,4,d,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,5,d,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,6,d,excl,psychotria,5.5,2,1,,25-50,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,6,d,excl,psychotria,5.5,2,2,,25-Oct,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,8,d,excl,psychotria,6,7,1,,<2,dis,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,8,d,excl,psychotria,6,7,2,,5-Feb,def,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,8,d,excl,psychotria,6,7,3,,5-Feb,def,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,8,d,excl,psychotria,6,7,4,,<2,dis,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,8,d,excl,psychotria,6,7,5,,5-Feb,def,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,8,d,excl,psychotria,6,7,6,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,8,d,excl,psychotria,6,7,7,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,10,d,excl,psychotria,5.7,4,1,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,10,d,excl,psychotria,5.7,4,2,,5-Feb,def,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,10,d,excl,psychotria,5.7,4,3,,<2,dis,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,10,d,excl,psychotria,5.7,4,4,,<2,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,11,d,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,1,e,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,5,e,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,10,e,excl,psychotria,4.8,3,1,,10-May,dis,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,10,e,excl,psychotria,4.8,3,2,,<2,dis,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,10,e,excl,psychotria,4.8,3,3,,5-Feb,def,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,4,f,excl,,,0,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,6,f,excl,,,0,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,7,f,excl,,,0,,,,,,"dead, ag?",14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,8,f,excl,,,0,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,9,f,excl,,,0,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,13,f,excl,psychotria,5.1,5,1,,5-Feb,dis,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,13,f,excl,psychotria,5.1,5,2,,10-May,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,13,f,excl,psychotria,5.1,5,3,,<2,dis,def,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,13,f,excl,psychotria,5.1,5,4,,5-Feb,def,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,13,f,excl,psychotria,5.1,5,5,,5-Feb,def,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,14,f,excl,aglaia,,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,3,g,excl,psychotria,4.5,5,1,,5-Feb,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,3,g,excl,psychotria,4.5,5,2,,5-Feb,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,3,g,excl,psychotria,4.5,5,3,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,3,g,excl,psychotria,4.5,5,4,,<2,dis,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,3,g,excl,psychotria,4.5,5,5,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,5,g,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,7,g,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,13,g,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,14,g,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,1,h,excl,aglaia,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,4,h,excl,neisosperma,30.4,1,1,,25-50,r,h,dis,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,5,h,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,6,h,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,7,h,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,13,h,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,14,h,excl,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,9,h,excl,psychotria,4.8,7,1,,5-Feb,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,9,h,excl,psychotria,4.8,7,2,,5-Feb,def,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,9,h,excl,psychotria,4.8,7,3,,5-Feb,def,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,9,h,excl,psychotria,4.8,7,4,,25-Oct,dis,h,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,9,h,excl,psychotria,4.8,7,5,,10-May,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,9,h,excl,psychotria,4.8,7,6,,10-May,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,9,h,excl,psychotria,4.8,7,7,,<2,h,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,10,h,excl,psychotria,4.9,4,1,,<2,dis,h,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,10,h,excl,psychotria,4.9,4,2,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,10,h,excl,psychotria,4.9,4,3,,<2,dis,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,10,h,excl,psychotria,4.9,4,4,,<2,dis,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,12,h,excl,psychotria,6.8,6,1,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,12,h,excl,psychotria,6.8,6,2,,<2,dis,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,12,h,excl,psychotria,6.8,6,3,,0,,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,12,h,excl,psychotria,6.8,6,4,,<2,dis,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,12,h,excl,psychotria,6.8,6,5,,5-Feb,h,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,12,h,excl,psychotria,6.8,6,6,,<2,def,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,1,a,open,,0,,,,,,,dead,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,4,a,open,psychotria,6.7,7,1,,5-Feb,dis,,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,4,a,open,psychotria,6.7,7,2,,5-Feb,def,dis,,14-Apr-16,KMH,KMH
rota,bird,6-Jul-11,ICC,4,a,open,psychotria,6.7,7,3,,5-Feb,def,dis,,14-Apr-16,KMH,KMH
